id,specific_event,abstract_event,trigger
3533,昨晚8时30分许汉硕双语幼儿教育基地大门紧闭,动作,紧闭
3534,外面停救护车,动作,停
3535,此时孩子们送走,移动,送走
3536,校方工作人员卫生监督所人员询问,动作,询问
3537,昨晚10时许十几名儿童沙河医院观察室内治疗,操作,治疗
3538,据昌平区政府工作人员称,声明,称
3539,他们启动突发事件应急预案,操作,启动
3540,区领导教委、卫生局、疾病控制中心、工商分局、公安局等单位人员前往现场,移动,前往
3541,并对该校全部儿童检查,操作,检查
3542,据该工作人员称,声明,称
3543,调查人员采集用具食品容器,操作,采集
3544,送区疾病预防控制中心,移动,送
3545,全部患者幼儿园用餐,动作,用餐
3546,据昌平区有关部门调查,操作,调查
3547,该公司海淀区注册,操作,注册
3548,食堂厨师来自安徽,移动,来自
3549,在西城区取得上岗证,动作,取得
3550,9月4日进校,移动,进校
3551,目前警方卫生局该公司负责人当事厨师控制,操作,控制
3552,对该校采取行政控制措施,操作,采取
3553,荆楚网6月11日信息,声明,信息
3554,前日下午武昌粮道街“楚街坊”快餐店吃晚饭,动作,吃
3555,多名学生出现食物中毒的症状,状态变化,出现
3556,目前中毒学生增至,状态变化,增至
3557,昨日凌晨武昌卫生执法部门封存快餐店原材料,操作,封存
3558,昨日下午记者来到该快餐店,移动,来到
3559,厨房的冰柜贴上封条,动作,贴上
3560,店老板向某告诉记者,声明,告诉
3561,昨日凌晨执法人员食品原材料抽样,操作,抽样
3562,学生们吃食物,动作,吃
3563,亚硝酸盐中毒,紧急情况,中毒
3564,店里使用正规盐,动作,使用
3565,据武昌区卫生监督所的负责人介绍,声明,介绍
3566,前晚11时许一些湖北美术学院的学生医院治疗,操作,治疗
3567,共有粮道街中学湖北美术学院18名学生中毒,紧急情况,中毒
3568,昨日大部分学生出院,操作,出院
3569,只有少数学生留院观察,操作,留院观察
3570,武昌区疾控中心的有关负责人介绍,声明,介绍
3571,“楚街坊”盐有问题,声明,有问题
3572,但具体情况还要等调查报告出来,操作,出来
3573,15日咸宁市温泉开发区旅宁大酒店食物中毒,紧急情况,食物中毒
3574,至昨日240多人出现中毒迹象,状态变化,出现
3575,15日温泉开发区泉塘村四组一村民和农行咸宁市支行一职工咸宁温泉开发区旅宁大酒店小孩宴会,操作,宴会
3576,当天共有1000名食客前往该酒店,移动,前往
3577,当晚10时许部分食客出现症状,状态变化,出现
3578,至昨日240多人出现中毒症状,状态变化,出现
3579,咸宁市委书记李明波、市长李兵医院看望中毒病人,动作,看望
3580,迅速成立应急指挥部,操作,成立
3581,市政府拿出20万元,动作,拿出
3582,指定四家当地医院接待中毒病人,操作,接待
3583,并通过当地新闻媒体发布消息,声明,发布
3584,同时该市卫生局、疾控中心和公安部门事发酒店查封,操作,查封
3585,并对酒店的食物抽样送检,操作,抽样送检
3586,对酒店所有员工检查,操作,检查
3587,昨日下午3时许天河区小新塘附近的�F安鞋厂出现不适,状态变化,出现
3588,上百人出现食物中毒症状,状态变化,出现
3589,工厂安排车辆,操作,安排
3590,将这些员工送往附近的社区医疗服务中心,移动,送往
3591,医院入院员工治疗,操作,治疗
3592,据现场一位区卫生部门工作人员透露,声明,透露
3593,目前在社区服务中心治疗129人,操作,治疗
3594,中新网西宁3月10日电,声明,电
3595,(胡友军)记者青海省妇女儿童医院青海省人民医院了解,动作,了解
3596,西宁市3月9日疑似食物中毒,紧急情况,疑似食物中毒
3597,截至10日9时22人入院,动作,入院
3598,一名10岁男童一名20岁女子院方下达病危通知书,动作,下达
3599,据事件亲历者高先生介绍,声明,介绍
3600,其妹3月9日16时西宁市城东区德令哈路锦峰大厦举行婚宴,动作,举行
3601,亲朋好友60余人参加宴会,动作,参加
3602,宴席17时30分左右结束,状态变化,结束
3603,19时许18人出现现象,状态变化,出现
3604,16人送往青海省人民医院,移动,送往
3605,2名儿童送往青海省妇女儿童医院,移动,送往
3606,10日清晨4人送往医院,移动,送往
3607,昨天我招呼亲戚朋友,动作,招呼
3608,两家医院救治大夫表示,声明,表示
3609,所有患者救治,操作,救治
3610,目前西宁市公安局城东分局调查,操作,调查
3611,涉事酒店垫付医疗费用,动作,垫付
3612,新华网10月9日信息,声明,信息
3613,哈尔滨市平房区平新镇新华小学40名小学生8日食堂吃午饭,动作,吃
3614,截至9日中午18名小学生住院,操作,住院
3615,这些学生发病,动作,发病
3616,9日上午记者哈尔滨二四二医院儿科病房看到,感知,看到
3617,三四间病房内住着小学生,动作,住着
3618,据哈尔滨二四二医院儿科主任陈松柏介绍,声明,介绍
3619,8日下午4点半到晚7点半该医院接治小学生,操作,接治
3620,医院开通绿色通道,操作,开通
3621,当班医护人员救治,操作,救治
3622,卫生防疫部门现场取样,操作,取样
3623,发病原因调查,操作,调查
3624,截至9日中午22名学生出院,操作,出院
3625,仍有18名学生留院治疗,操作,留院治疗
3626,记者21日鸡西市委宣传部获悉,动作,获悉
3627,18日鸡西市鸡冠区西郊乡团结村村民参加家办婚宴,动作,参加
3628,自19日起到20日16人出现症状,状态变化,出现
3629,1人脱离危险,状态变化,脱离
3630,鸡西市委、市政府重视,动作,重视
3631,市、区两级政府启动应急预案,动作,启动
3632,成立事件处置领导小组,动作,成立
3633,主管副市长任组长,动作,任
3634,要求卫生部门组织专家,声明,要求
3635,公安部门封存剩余酒、饮料等食品,操作,封存
3636,并会同工商、质监、食药、商务等部门酒、饮料等食品的生产及流通等环节调查取证,操作,调查取证
3637,9月4日下午2:2011名学生送进武警总医院儿科,移动,送进
3638,只有病情稍重的两名孩子住院观察,操作,住院观察
3639,据学校负责人介绍,声明,介绍
3640,他们某配餐公司订餐,操作,订
3641,三年级中毒学生小芳说,声明,说
3642,她吃了半碗米饭,动作,吃了
3643,全校共有20余名孩子报告老师,动作,报告
3644,小芳其他10名症状较重的孩子送到武警总医院,移动,送到
3645,医生孩子治疗,操作,治疗
3646,同时输入抗感染液体,动作,输入
3647,并且补充糖盐水,动作,补充
3648,下午3:30孩子们吐食物,动作,吐
3649,据武警总医院儿科主任刘秋玲说,声明,说
3650,已经给中毒的孩子心电图检查,操作,心电图检查
3651,但在近日内家长老师观察孩子,感知,观察
3652,荆楚网-楚天都市报信息,声明,信息
3653,10月17日下午襄樊市襄阳区东津镇一小学学生们吃饭,动作,吃饭
3654,至昨晚中毒学生出院,操作,出院
3655,当晚10时许记者赶到医院,移动,赶到
3656,医生10多名小学生治疗,操作,治疗
3657,当天下午有两同学喊,动作,喊
3658,不久很多同学喊,动作,喊
3659,学校他们带往校医务室和镇卫生院,移动,带往
3660,襄阳区委区政府闻讯,感知,闻讯
3661,迅速将学生们转到市内大医院,移动,转到
3662,共有150余名学生,声明,有
3663,学生们要求在校,声明,要求
3664,中毒学生当日中午吃了食堂的“白菜煮鸭子”,动作,吃了
3665,襄阳区委宣传部称,声明,称
3666,该校13日买鸭子,动作,买
3667,经公安>和卫生部门调查,操作,调查
3668,鸭子腐败变质,状态变化,腐败变质
3669,大公财经3月27日报道,声明,报道
3670,3月25日晚北京市民李芳馨女士大公财经反映,声明,反映
3671,本月20日李女士的孩子洋洋回家,动作,回家
3672,园里的很多孩子出现类似情况,状态变化,出现
3673,幼儿园负责人陈某解释称,声明,解释称
3674,我们孩子们吃的食物送去东城区疾控防疫中心,移动,送去
3675,该负责人接受大公财经记者采访时表示,声明,表示
3676,检验报告出来,状态变化,出来
3677,患儿家长出现同样症状,状态变化,出现
3678,北京东城区疾控中心相关负责人表示,声明,表示
3679,当代MOMA幼儿园食物中毒,紧急情况,食物中毒
3680,现在收到检测样本,动作,收到
3681,检测报告出来,状态变化,出来
3682,大公财经关注此事,动作,关注
3683,昨天下午佛山市南海区里水镇旗峰中学食物中毒,紧急情况,食物中毒
3684,该中学内的小学四、五、六年级500多名学生吃午餐,动作,吃
3685,下午3时左右发生大批学生现象,状态变化,发生
3686,根据记者调查,操作,调查
3687,有200多名小学生送往里水医院沙涌门诊部大沥黄岐,移动,送往
3688,旗峰中学警察封锁,操作,封锁
3689,南海区及里水镇的各级领导赴各个医院,移动,赴
3690,当地卫生防疫监测查找原因,操作,查找
3691,昨晚记者发稿,动作,发稿
3692,南海区委区政府召开新闻发布会,操作,召开
3693,3月30日凌晨两家县级医院接收病人,动作,接收
3694,县卫生局组织卫生监督所监督员疾控中心流调人员,动作,组织
3695,经门诊对症治疗,操作,对症治疗
3696,大部分患者痊愈,状态变化,痊愈
3697,截至3月30日20:004人住院治疗,操作,住院治疗
3698,新华网合肥11月12日电,声明,电
3699,根据安徽省卫生厅11月12日中午通报,声明,通报
3700,11日合肥市一饭店食物中毒,紧急情况,食物中毒
3701,11日中午合肥市枞阳饭店承办宴席,操作,承办
3702,一些就餐者出现症状,状态变化,出现
3703,共造成74人中毒,紧急情况,中毒
3704,39人住院治疗,操作,住院治疗
3705,合肥市卫生局卫生监督所有关负责人说,声明,说
3706,有关部门这一事件调查,操作,调查
3707,尚未出现人员死亡,状态变化,死亡
3708,4月8日晚东莞市桥头镇北京师范大学东莞石竹附属学校79名学生出现食物中毒症状,状态变化,出现
3709,该校106名学生送桥头医院,移动,送
3710,有26名学生疑似食物中毒,紧急情况,疑似食物中毒
3711,截止到昨日下午3名学生发烧,状态变化,发烧
3712,26名学生腹泻,状态变化,腹泻
3713,其余学生症状消失,状态变化,消失
3714,已分批陆续送回学校,移动,送回
3715,3月30日辽宁省锦州市凌海市班吉塔镇小学上百名学生食用一种袋装食品后,动作,食用
3716,集体出现食物中毒现象,状态变化,出现
3717,学校出现症状学生送往医院,移动,送往
3718,3月20日17名员工该食堂进食晚餐,动作,进食
3719,陆续有人出现食物中毒症状,状态变化,出现
3720,于3月21日前往广清医院,移动,前往
3721,市卫生局接报,动作,接报
3722,立即组织市疾控中心市卫生监督所,操作,组织
3723,9月16日下午40余员工出现症状,状态变化,出现
3724,据武警总医院急诊医生介绍,声明,介绍
3725,印刷厂员工出现症状,状态变化,出现
3726,系食用未炒熟的扁豆,动作,食用
3727,现丰台区公安卫生部门调查,操作,调查
3728,新华网呼和浩特9月6日信息,声明,信息
3729,内蒙古自治区巴林左旗一学校9月5日疑似食物中毒,紧急情况,疑似食物中毒
3730,已有90多名学生医院检查,操作,检查
3731,32名学生留院,操作,留
3732,没有1例出现重症,状态变化,出现
3733,9月5日18时52分巴林左旗哈达英格学校学生疑似食物中毒,紧急情况,疑似食物中毒
3734,至21时30分68名学生发病,状态变化,发病
3735,随即被送到医院,移动,送到
3736,巴林左旗卫生局局长邵建国介绍,声明,介绍
3737,6日上午一些身体感到不适的学生送往巴林左旗医院,移动,送往
3738,截至目前有90余名学生医院检查,操作,检查
3739,一些病情稳定的学生出院,操作,出院
3740,留院观察32名,声明,留院观察
3741,由于学生发病,状态变化,发病
3742,巴林左旗启动《食品安全事故应急预案》,操作,启动
3743,成立现场救治指挥领导小组,操作,成立
3744,巴林左旗医院救治中毒学生,操作,救治
3745,赤峰市、巴林左旗两级卫生防疫部门学校食堂各类食品采样,操作,采样
3746,调查食品的进货渠道,操作,调查
3747,目前检验结果出来,状态变化,出来
3748,10日上午9时许至下午4时哈尔滨学院101名学生医院就诊,操作,就诊
3749,无需治疗当时返校,移动,返校
3750,目前10名学生留院观察,操作,留院观察
3751,记者哈尔滨理工大学医院见宋雅君,感知,见
3752,8日晚上学校第二食堂吃一碗面,动作,吃
3753,夜里两点呕吐,动作,呕吐
3754,早上学校送到医院,移动,送到
3755,哈尔滨学院院长葛文君介绍,声明,介绍
3756,10日上午8时许学院得知消息,感知,得知
3757,到医院检查治疗,操作,检查治疗
3758,随后学校哈尔滨市疾控中心报告,声明,报告
3759,同时封闭学校第二食堂,操作,封闭
3760,出现不适的学生9日晚第二食堂用晚饭,动作,用
3761,当晚约2000名学生该食堂就餐,动作,就餐
3762,哈尔滨市疾控中心食堂食物取样,操作,取样
3763,黑龙江省及哈尔滨市有关部门派人,操作,派
3764,到现场了解情况,感知,了解
3765,中新网4月8日报道,声明,报道
3766,新加坡食物中毒,紧急情况,食物中毒
3767,137人食用色拉,动作,食用
3768,其中2人死亡,状态变化,死亡
3769,新加坡卫生部发言人称,声明,称
3770,一名59岁的妇女上周五食用“rojak”,动作,食用
3771,另一名57岁的妇女6日中毒,紧急情况,中毒
3772,在食用有毒色拉,动作,食用
3773,中毒者出现现象,状态变化,出现
3774,新加坡卫生部长称,声明,称
